instance_index,topology_type,family,B,H,n_nodes,n_edges,J_star,allocation_spearman_centrality,allocation_efficiency_score,budget_concentration,budget_active
34,sp_sp4,sp,6.89,14,6,8,0.0,0.0,0.0,0.0,False
35,er_n10_p0.38,er,16.69,11,10,32,0.758589864325991,0.46355253465055324,0.1423204468834631,0.08345531962083906,True
36,er_n8_p0.42,er,20.06,10,6,14,0.995326606146244,0.39999999999999997,0.20539238390899914,0.2515485555722653,True
37,sp_sp8,sp,22.53,9,10,13,0.9996631575131028,0.0,0.0,0.0,False
38,sp_sp4,sp,19.15,20,6,6,0.9999780586101387,0.0,0.0,0.0,False
39,er_n4_p0.42,er,15.0,17,3,3,0.2528465551820922,0.0,0.0,0.0,False
40,sp_sp4,sp,12.38,7,6,7,0.3135173803757286,0.888888888888889,0.21607385680664273,0.16837445420856975,True
41,sp_sp4,sp,11.59,19,6,7,0.47436973329127374,0.9486832980505139,0.23383056588580828,0.16759095821935377,True
42,mesh_3x3,mesh,19.48,24,9,24,0.9999543188487858,0.7671932182792478,0.2199998020755971,0.156684108158528,True
43,sp_sp9,sp,13.07,7,11,13,0.9671013105333613,0.051971919650642774,0.02715137078916242,0.03135528613404562,True
44,mesh_2x4,mesh,3.72,24,8,20,0.0,0.0,0.0,0.0,False
45,mesh_3x2,mesh,6.41,16,6,14,0.0,0.0,0.0,0.0,False
46,er_n8_p0.38,er,12.9,10,8,19,0.9965185335357499,0.15179418517972906,0.20687265261239532,0.23585868013978128,True
47,er_n8_p0.36,er,7.12,19,8,22,0.8836343436639559,0.028571428571428574,0.16557220888244276,0.10705984880519909,True
48,mesh_3x3,mesh,16.72,24,9,24,0.9999799937793856,0.5426488617097118,0.16011819767666255,0.15576220221910134,True
49,mesh_2x2,mesh,6.97,22,4,8,0.13753211558393796,0.0,0.0,0.0,True
50,sp_sp6,sp,14.26,16,8,11,0.9996335127426844,-0.3478626213914691,0.10606060605743524,0.2365441326242905,True
51,mesh_2x4,mesh,4.55,17,8,20,0.0,0.0,0.0,0.0,False
52,sp_sp9,sp,46.53,18,11,12,0.9999999999997085,-0.5170355440692102,0.13492582581536242,0.20639067733693597,True
53,mesh_3x3,mesh,7.15,22,9,24,0.0,0.0,0.0,0.0,False
54,sp_sp8,sp,12.19,20,10,15,0.9895705512399866,0.0,0.0,0.0,False
55,mesh_3x2,mesh,6.34,22,6,14,0.0,0.0,0.0,0.0,False
56,er_n11_p0.42,er,11.45,6,11,46,0.04659994479879633,0.2928895930645031,0.15682639043828064,0.12425670298249954,True
57,er_n10_p0.42,er,13.61,14,10,40,0.0976141149696592,0.5030030300035688,0.14508147272489483,0.11758109123675689,True
58,mesh_3x2,mesh,22.88,20,6,14,0.1437530424673463,0.888888888888889,0.19098000541335028,0.006291445822608044,True
59,er_n9_p0.36,er,9.44,20,9,29,0.26337914809757373,-0.03571428571428572,0.20015658255121618,0.22598210548819023,True
60,sp_sp6,sp,15.06,5,8,11,0.7897410851424966,0.43994134506405996,0.2222222222221111,0.23570226039539796,True
61,sp_sp6,sp,5.9,14,8,9,0.0,0.0,0.0,0.0,False
62,mesh_3x3,mesh,1.96,23,9,24,0.0,0.0,0.0,0.0,False
63,er_n6_p0.36,er,7.32,9,6,12,0.2721903512738012,0.316227766016838,0.12169905983547069,0.09436686805865614,True
64,er_n6_p0.39,er,9.83,15,5,8,0.9943701235348955,0.0,0.0019422078162030876,0.038453752884700126,True
65,mesh_3x3,mesh,8.3,23,9,24,0.3966158085219049,0.24851336640235752,0.17741494989325426,0.20777839127487954,True
66,sp_sp6,sp,11.47,19,8,10,0.9995543348550955,-0.17393131069573456,0.15866903792479328,0.2955408239388931,True
67,mesh_3x3,mesh,4.14,19,9,24,0.8701028911171874,-0.03940552031195504,0.18102148207084537,0.21342811075621293,True
68,sp_sp6,sp,14.65,8,8,10,0.991658139914535,0.0,0.0,0.0,False
69,mesh_3x3,mesh,26.14,22,9,24,0.2897407115807853,0.48708619814862075,0.17698222857550364,0.20024234174557154,True
70,er_n7_p0.3,er,12.32,17,4,4,0.9990273245150947,0.0,0.0,0.0,False
71,mesh_2x5,mesh,14.54,17,10,26,0.8606389250748898,0.31916860049115364,0.15144089417424278,0.12756665166204423,True
72,mesh_2x5,mesh,8.7,18,10,26,0.6110783733546153,-0.04173919355648412,0.1503115264796837,0.21650635094598858,True
73,er_n7_p0.4,er,10.5,5,7,15,0.048232677419417544,0.6,0.21717037276705528,0.17807266521254805,True
74,er_n7_p0.38,er,17.79,8,7,15,0.9843723905462826,-0.5642880936468347,0.11310337948503228,0.21958551878885862,True
75,mesh_3x2,mesh,15.33,18,6,14,0.9982357077994625,0.632455532033676,0.2937030853172822,0.3132120817348783,True
76,er_n10_p0.45,er,8.44,11,10,40,0.01660006314242115,0.08183170883849715,0.1754390336139072,0.16148699428458166,True
77,sp_sp9,sp,14.97,11,11,14,0.9993864666563392,0.03846715902834643,0.06855112301967592,0.12997623674912734,True
78,sp_sp2,sp,16.94,12,4,3,0.9994172113025009,0.0,0.0,0.0,False
79,er_n5_p0.43,er,8.08,18,4,6,0.9909461550434516,0.0,0.0,0.0,False
80,er_n8_p0.3,er,7.34,16,7,18,0.7500176360006294,0.0,0.0,0.0,False
81,sp_sp5,sp,5.87,16,7,9,0.0,0.0,0.0,0.0,False
82,mesh_3x3,mesh,6.86,19,9,24,0.0,0.0,0.0,0.0,False
83,sp_sp4,sp,0.65,13,6,8,0.0,0.0,0.0,0.0,False
84,mesh_2x4,mesh,13.22,20,8,20,0.9999998136416302,-0.3086066999241839,0.3327736675431128,0.23871579367570311,True
85,er_n4_p0.35,er,39.33,15,4,6,0.9317517518614429,0.0,0.0,0.0,False
86,sp_sp6,sp,10.6,10,8,11,0.972153426867402,0.0,0.0,0.0,False
87,mesh_3x2,mesh,5.21,19,6,14,0.0,0.0,0.0,0.0,False
88,mesh_3x3,mesh,14.33,19,9,24,0.69515946968096,0.3892494720807615,0.3333333333322124,0.22587697572484464,True
89,mesh_2x3,mesh,29.57,21,6,14,0.03283171924524612,0.5773502691896257,0.20833333333322915,0.249999999999875,True
90,sp_sp5,sp,30.02,7,7,8,0.9103721294975576,-0.5441071875825088,0.0,0.08415737978812025,True
91,er_n11_p0.44,er,29.19,11,11,54,0.0020663254871336467,0.09999999999999999,0.10436314890069875,0.05596084246707884,True
92,sp_sp4,sp,6.03,11,6,7,0.0,0.0,0.0,0.0,False
93,mesh_2x3,mesh,25.51,23,6,14,0.3791663959066516,0.5773502691896257,0.20833333333322915,0.249999999999875,True
94,er_n8_p0.39,er,11.77,17,8,24,0.012939143466013827,0.8116794499134279,0.2629030840372146,0.1689286788934153,True
95,er_n8_p0.3,er,8.98,9,7,12,0.9388232554297562,-0.7999999999999999,0.10842141001908816,0.23461114682788817,True
96,mesh_3x2,mesh,4.14,17,6,14,0.0,0.0,0.0,0.0,False
97,mesh_3x4,mesh,1.51,21,12,34,0.0,0.0,0.0,0.0,False
98,er_n4_p0.32,er,12.15,6,4,5,0.947457766166819,0.0,0.0,0.0,False
99,mesh_3x3,mesh,11.86,18,9,24,0.018427097574018635,0.5838742081211422,0.33333333333314125,0.22587697572615606,True
100,sp_sp8,sp,3.42,11,10,14,0.0,0.0,0.0,0.0,False
101,sp_sp10,sp,30.95,15,12,16,0.9995144411313261,-0.28079557305298436,0.06451534937517782,0.2771660497847453,True
102,mesh_2x5,mesh,10.85,24,10,26,0.9999985220598397,0.5001524855174212,0.2886852560312385,0.19814721088689333,True
103,sp_sp7,sp,9.89,6,9,11,0.5433139159523172,-0.05454545454545455,0.12211080874114151,0.1671819937045201,True
104,sp_sp8,sp,19.74,18,10,11,0.999999979057056,-0.18519929937179808,0.11905281057186871,0.33056173109385184,True
105,mesh_2x4,mesh,13.79,17,8,20,0.6987119267696587,0.23483410915693106,0.19718309859144714,0.23570226039509964,True
106,sp_sp7,sp,5.37,16,9,11,0.0,0.0,0.0,0.0,False
107,mesh_3x2,mesh,1.42,19,6,14,0.0,0.0,0.0,0.0,False
108,er_n4_p0.33,er,18.3,6,4,4,0.9907399178009291,0.0,0.0,0.0,False
109,mesh_2x4,mesh,14.24,21,8,20,0.9977810800890783,0.9258200997725515,0.3087598358093947,0.16280591179296783,True
110,sp_sp6,sp,8.08,15,8,11,0.9481023901545858,0.0,0.0,0.0,False
111,er_n9_p0.42,er,4.71,10,9,23,0.6794488331481895,-0.10714285714285716,0.10997488416351568,0.14594330567547387,True
112,sp_sp3,sp,7.16,6,5,6,0.0,0.0,0.0,0.0,False
113,mesh_3x2,mesh,3.59,25,6,14,0.0,0.0,0.0,0.0,False
114,sp_sp6,sp,30.21,10,8,10,0.9910661640656199,0.0,0.0,0.0,False
115,mesh_2x5,mesh,3.8,18,10,26,0.0,0.0,0.0,0.0,False
116,mesh_3x3,mesh,29.41,17,9,24,0.9999910638266869,0.31810450514017585,0.14090322808978037,0.10817683396082724,True
117,er_n8_p0.3,er,7.65,17,8,22,0.9642874469781842,0.0,0.0,0.0,False
118,mesh_3x3,mesh,24.79,21,9,24,0.23984934457713095,0.16898908915360314,0.16037591920059646,0.17743957946032782,True
119,mesh_4x3,mesh,10.6,16,12,34,0.20272481621402316,0.6779012481545441,0.23724455645577214,0.18343263612917593,True
120,mesh_2x3,mesh,9.25,17,6,14,0.6392206876932478,-0.316227766016838,0.15159711844264692,0.06172286786353346,True
121,er_n4_p0.36,er,9.75,15,3,3,0.9991930330088126,0.0,0.0,0.0,False
122,mesh_3x2,mesh,9.07,22,6,14,0.997465560826883,0.632455532033676,0.32218226794818716,0.40108749727718906,True
123,mesh_3x3,mesh,4.32,20,9,24,0.0,0.0,0.0,0.0,False
124,er_n6_p0.44,er,16.27,19,6,13,0.9928059098344502,-0.7999999999999999,0.07741152062546199,0.2502714947894047,True
125,sp_sp6,sp,1.98,6,8,11,0.0,0.0,0.0,0.0,False
126,sp_sp8,sp,5.37,16,10,13,0.0,0.0,0.0,0.0,False
127,sp_sp5,sp,6.35,5,7,9,0.0,0.0,0.0,0.0,False
128,er_n9_p0.31,er,12.05,11,8,23,0.7545662646246493,0.7142857142857143,0.23769764208969735,0.1336915054909992,True
129,sp_sp3,sp,7.1,11,5,6,0.0,0.0,0.0,0.0,False
130,sp_sp3,sp,12.3,16,5,5,0.9999989650064239,0.0,0.0,0.0,False
131,mesh_3x2,mesh,30.02,24,6,14,0.23150792931669253,0.5773502691896257,0.20833333333322915,0.249999999999875,True
132,sp_sp9,sp,44.43,18,11,13,0.9999999999999624,0.0,0.0,0.0,False
133,mesh_2x4,mesh,10.51,20,8,20,0.8932123358502482,0.87831006565368,0.30841311742650973,0.14800380890707276,True
134,er_n7_p0.3,er,9.8,19,5,8,0.344702907600533,0.0,0.09518371017644817,0.11292043576362291,True
135,sp_sp4,sp,36.45,19,6,5,0.9999999957627721,0.0,0.0,0.0,False
136,er_n5_p0.32,er,11.67,20,5,9,0.9936777532835334,-0.8660254037844387,0.0031425197672641687,0.07110710519824849,True
137,er_n4_p0.35,er,11.66,19,3,4,0.9999350867529178,0.0,0.0,0.0,False
138,sp_sp4,sp,7.54,5,6,9,0.0,0.0,0.0,0.0,False
139,mesh_2x3,mesh,10.63,18,6,14,0.1290855892736355,0.5443310539518174,0.2083333333332236,0.24999999999985278,True
140,mesh_3x2,mesh,10.55,15,6,14,0.9995048314956847,0.632455532033676,0.2108176869166978,0.13508029823329626,True
141,sp_sp7,sp,64.42,19,9,12,0.996070952621672,-0.20597146021777488,0.009063636475614407,0.02854450874485667,True
142,mesh_2x4,mesh,3.45,19,8,20,0.0,0.0,0.0,0.0,False
143,sp_sp4,sp,14.99,9,6,8,0.6993421986699104,0.0,0.0,0.0,False
144,er_n7_p0.34,er,10.77,9,6,13,0.9334595892249208,0.0,0.0,0.0,False
145,er_n7_p0.36,er,9.82,13,6,11,0.3269729098344254,0.0,0.0,0.0,False
146,er_n8_p0.36,er,12.53,17,7,16,0.9979551551771851,0.0,0.0,0.0,False
147,sp_sp9,sp,1.97,20,11,15,0.0,0.0,0.0,0.0,False
148,mesh_3x3,mesh,19.45,18,9,24,0.9989010379357877,0.7110571291368638,0.17628196955393474,0.1274295452181679,True
149,er_n10_p0.42,er,8.88,6,9,32,0.05836390046884728,0.29649972666444047,0.2158007394433902,0.16495721976839736,True
150,mesh_2x3,mesh,11.11,22,6,14,0.0,0.0,0.0,0.0,False
151,mesh_2x2,mesh,3.81,21,4,8,0.0,0.0,0.0,0.0,False
152,mesh_2x4,mesh,12.69,24,8,20,0.6186969354736191,0.840168050416806,0.3333333333325636,0.2357022603947204,True
153,sp_sp5,sp,34.9,13,7,8,0.959580878392669,0.7905694150420948,0.2089428987353228,0.058940788465434185,True
154,er_n5_p0.35,er,38.85,9,5,9,0.9975677876556474,0.0,0.0,0.0,False
155,er_n9_p0.36,er,13.69,20,9,36,0.3905200116437134,0.5,0.096084347975515,0.0833460208746056,True
156,mesh_2x4,mesh,5.54,17,8,20,0.0,0.0,0.0,0.0,False
157,mesh_2x5,mesh,22.31,23,10,26,0.46646903054130695,0.19618321779283557,0.15848909657290688,0.12499999999955519,True
158,sp_sp8,sp,28.49,20,10,12,0.9999999999999787,0.0,0.0,0.0,False
159,mesh_2x4,mesh,0.85,15,8,20,0.0,0.0,0.0,0.0,False
160,mesh_3x3,mesh,5.9,17,9,24,0.0,0.0,0.0,0.0,False
161,er_n8_p0.44,er,12.9,5,8,29,0.17328430952642615,0.5251050315105037,0.29901960784298776,0.23570226039539796,True
162,sp_sp6,sp,12.61,14,8,10,0.9784071658071913,0.0,0.0,0.0,False
163,mesh_2x4,mesh,12.7,19,8,20,0.3329741431697063,-0.18786728732554486,0.19718309859129857,0.23570226039508396,True
164,sp_sp2,sp,13.78,19,4,3,0.9888136827753431,0.0,0.0,0.0,False
165,mesh_2x4,mesh,7.88,25,8,20,0.40196094317219583,0.840168050416806,0.3333333333330311,0.23585373383762143,True
166,sp_sp7,sp,35.22,19,9,9,0.9999995167999383,0.0,0.0,0.0,False
167,mesh_2x3,mesh,5.63,19,6,14,0.0,0.0,0.0,0.0,False
168,er_n12_p0.31,er,14.59,8,12,52,0.004359023162808806,0.5030303030303029,0.14017517754022094,0.09157876655926596,True
169,sp_sp2,sp,0.81,11,4,4,0.0,0.0,0.0,0.0,False
170,mesh_2x2,mesh,4.51,24,4,8,0.0,0.0,0.0,0.0,False
171,sp_sp6,sp,11.02,16,8,9,0.9965999266401311,0.0,0.0,0.0,False
172,er_n7_p0.31,er,14.61,10,6,9,0.9851219587409693,0.0,0.0,0.0,False
173,sp_sp3,sp,6.7,15,5,7,0.0,0.0,0.0,0.0,False
174,sp_sp4,sp,12.68,9,6,7,0.826779807494681,0.0,0.0,0.0,False
175,mesh_2x4,mesh,11.73,25,8,20,0.9999191486825365,0.18516401995451032,0.2069105999829902,0.12293742627574239,True
176,er_n10_p0.31,er,24.95,11,8,19,0.9682488464079179,-0.28988551782622424,0.10732419678849724,0.14911879884279564,True
177,er_n12_p0.36,er,2.17,5,11,44,0.016008394574430557,0.3,0.10360191162002663,0.07196685454490906,True
178,mesh_3x4,mesh,13.07,20,12,34,0.007280631462969894,0.5926942292613089,0.1831852886255639,0.19479384866772562,True
179,sp_sp10,sp,45.79,7,12,14,0.9693439758678679,0.0,0.0,0.0,False
180,er_n7_p0.44,er,10.11,8,7,22,0.08907677108492001,0.31622776601683794,0.20394736842094982,0.24494897427818627,True
181,sp_sp8,sp,14.63,12,10,13,0.9944374271774011,-0.4191691916696407,0.11708580654879357,0.1163539556836871,True
182,sp_sp4,sp,14.89,14,6,8,0.9938653856770663,0.0,0.0,0.0,False
183,sp_sp5,sp,5.6,16,7,9,0.0,0.0,0.0,0.0,False
184,mesh_2x4,mesh,8.87,15,8,20,0.9784249184984067,0.49377071987869414,0.28053981828381264,0.25917069978781226,True
185,mesh_3x3,mesh,2.97,19,9,24,0.6136462790407792,0.29554140233966275,0.18527261439468168,0.22035836864574027,True
186,mesh_2x4,mesh,14.44,21,8,20,0.9964131792509235,0.87831006565368,0.32375585392289885,0.19539559939671472,True
187,mesh_2x2,mesh,7.26,21,4,8,0.0,0.0,0.0,0.0,False
188,er_n10_p0.36,er,12.37,5,10,29,0.11849565639377578,0.730552019767088,0.1739529812668299,0.11106357532001913,True
189,er_n6_p0.31,er,10.22,18,6,10,0.9593502158460325,0.0,0.0,0.0,False
190,mesh_2x4,mesh,1.81,24,8,20,0.0,0.0,0.0,0.0,False
191,er_n9_p0.39,er,8.75,17,8,20,0.7802651841308447,0.08571428571428573,0.08266330809012663,0.125300303053094,True
192,mesh_3x3,mesh,14.96,23,9,24,0.9988389193434105,0.43037668342494384,0.161196561099286,0.154659253718125,True
193,sp_sp4,sp,9.17,18,6,9,0.0444345050019383,-0.7378647873726218,0.16109479783546482,0.14498531614996185,True
194,mesh_3x3,mesh,12.59,18,9,24,0.9778417521743445,0.46780074285319984,0.14226804927367373,0.12198743233725902,True
195,sp_sp5,sp,18.35,19,7,8,0.9999914542373398,0.0,0.0,0.0,False
196,er_n7_p0.43,er,12.62,15,5,9,0.6686891109336605,-0.8660254037844387,0.0,0.038453752884700126,True
197,er_n10_p0.42,er,9.13,5,10,36,0.11208851860748083,0.04790505047653036,0.16428631904079222,0.1689969909940647,True
198,sp_sp2,sp,6.85,18,4,5,0.9344769381322244,0.0,0.0,0.0,True
199,sp_sp9,sp,6.11,9,11,15,0.0,0.0,0.0,0.0,False
200,er_n8_p0.38,er,11.74,7,7,22,0.1878698669949043,0.8720815992723809,0.13581084701525215,0.11918976019591346,True
201,sp_sp5,sp,10.17,8,7,8,0.9918154469644064,0.0,0.0,0.0,False
202,er_n7_p0.3,er,42.1,13,6,13,0.9997797817983515,0.0,0.0,0.0,False
203,mesh_2x5,mesh,6.87,25,10,26,0.8922965064249235,-0.15436805108562385,0.14847096968849843,0.21654651450912857,True
204,sp_sp8,sp,8.77,17,10,13,0.9982661822289787,0.0,0.0,0.0,False
205,sp_sp5,sp,12.52,5,7,9,0.0,0.0,0.0,0.0,False
206,sp_sp5,sp,45.88,7,7,7,0.9908600338250064,0.0,0.0,0.0,False
207,mesh_3x2,mesh,6.18,18,6,14,0.0,0.0,0.0,0.0,False
208,er_n12_p0.37,er,7.79,7,12,48,0.1726482874460337,0.26747843921922837,0.11432696425966649,0.07769067109746973,True
209,er_n4_p0.39,er,9.23,9,3,3,0.8841829253328152,0.0,0.0,0.0,False
210,er_n7_p0.39,er,12.32,6,7,20,0.3349476458227493,0.0,0.15786168601735123,0.10663327952190811,True
211,er_n6_p0.34,er,15.07,19,5,10,0.8975413151996265,-0.8660254037844387,0.0,0.038453752884700126,True
212,er_n5_p0.37,er,3.09,17,3,2,0.9967426111894709,0.0,0.0,0.0,False
213,mesh_3x3,mesh,23.38,19,9,24,0.9998991160572213,0.6174969805662238,0.16000785670961845,0.16288994530005121,True
214,er_n5_p0.31,er,27.89,14,5,9,0.5652854711265294,-1.0,0.13888888888881942,0.23570226039539796,True
215,mesh_3x3,mesh,9.99,19,9,24,0.5292638075339131,0.6557892373388906,0.1618392157582331,0.12061054624551092,True
216,er_n10_p0.42,er,23.34,16,10,34,0.9941734952460897,0.0,0.0,0.0,False
217,sp_sp2,sp,15.37,16,4,5,0.997958655098235,0.0,0.0,0.0,False
218,er_n6_p0.43,er,14.54,18,4,5,0.9999924163583077,0.0,0.0,0.0,False
219,er_n4_p0.32,er,11.49,19,3,4,0.9845262576835487,0.0,0.0,0.0,False
220,sp_sp5,sp,7.69,15,7,10,0.40667820730345294,-0.6668859288553501,0.12288167716755855,0.10648198939241048,True
221,er_n4_p0.31,er,4.35,12,4,5,0.9604523845170129,0.0,0.0,0.0,False
222,mesh_2x3,mesh,4.71,23,6,14,0.0,0.0,0.0,0.0,False
223,er_n5_p0.44,er,14.82,5,5,7,0.04900995010000005,0.0,0.0,0.0,False
224,er_n9_p0.39,er,30.16,13,9,30,0.049404868448466865,0.6381792281739725,0.19286754002901563,0.22587697572619986,True
225,er_n9_p0.4,er,26.99,18,9,26,0.9950897710201434,-0.09174698042719673,0.2399504118315131,0.2258770771102679,True
226,mesh_2x5,mesh,16.45,19,10,26,0.9998621011884616,0.3928228929121891,0.25129516474614993,0.17203134349582794,True
227,er_n5_p0.39,er,12.55,11,5,12,0.7639546078208999,0.0,0.0,0.0,False
228,sp_sp7,sp,30.04,18,9,9,0.9999999992626062,-0.7938161203464004,0.10416599318395174,0.22651619851893812,True
229,sp_sp5,sp,61.66,11,7,7,0.9997591404281827,0.0,0.0,0.0,False
230,er_n9_p0.32,er,18.95,6,8,19,0.49482641699959945,0.1690308509457033,0.11249999999996312,0.11785113019770098,True
231,sp_sp10,sp,9.95,7,12,16,0.7819215391686372,0.30155130896849885,0.19719469801524733,0.12728361394245685,True
232,sp_sp6,sp,21.32,8,8,10,0.997642985744094,0.0,0.0,0.0,False
233,mesh_2x3,mesh,6.38,25,6,14,0.0,0.0,0.0,0.0,False
234,mesh_2x4,mesh,6.92,22,8,20,0.0,0.0,0.0,0.0,False
235,mesh_3x4,mesh,26.08,20,12,34,0.9970982080193311,0.3926675962495032,0.13728850828593436,0.10023420686915688,True
236,mesh_3x3,mesh,9.97,25,9,24,0.9999932389558135,0.43346072343150543,0.32890206344865386,0.3437903737511332,True
237,mesh_2x3,mesh,7.67,16,6,14,0.0,0.0,0.0,0.0,False
238,sp_sp2,sp,19.43,15,4,3,0.9999969039617431,0.0,0.0,0.0,False
239,mesh_2x3,mesh,26.2,19,6,14,0.2642151846141011,0.5443310539518174,0.2083333333332236,0.24999999999985278,True
240,er_n8_p0.45,er,2.55,11,8,25,0.2683069764676034,0.0,0.0,0.0,False
241,sp_sp2,sp,3.36,11,4,4,0.0,0.0,0.0,0.0,False
242,er_n10_p0.36,er,15.24,15,10,36,0.005848449072933791,0.4879500364742666,0.13243534387420597,0.11057257711473764,True
243,sp_sp6,sp,42.39,7,8,8,0.9998615836819196,0.0,0.0,0.0,False
244,sp_sp6,sp,19.6,15,8,8,0.9976042593136996,0.0,0.0,0.0,False
245,sp_sp3,sp,22.76,17,5,4,0.9999999285016696,0.0,0.0,0.0,False
246,sp_sp2,sp,21.61,16,4,3,0.999896733979801,0.0,0.0,0.0,False
247,mesh_3x2,mesh,1.15,23,6,14,0.9990392464394958,-0.316227766016838,0.3286044995336362,0.4221824984912037,True
248,sp_sp9,sp,24.62,8,11,15,0.9981652442323808,0.0,0.0,0.0,False
249,er_n5_p0.36,er,8.06,12,4,7,0.9818466714564823,-0.9999999999999999,0.03461585227238623,0.20769511363431736,True
250,mesh_3x3,mesh,11.4,25,9,24,0.9999976216807352,0.6172133998483676,0.18134138478870418,0.21114480398881091,True
251,er_n8_p0.44,er,16.88,13,8,25,0.32249191477489114,0.8451542547285165,0.15643004968652585,0.08090199678637885,True
252,er_n8_p0.37,er,10.46,8,8,22,0.08662300342803025,0.2571428571428572,0.1633157263946167,0.166914027081995,True
253,er_n4_p0.34,er,11.05,11,4,7,0.7096974743733371,0.0,0.0,0.0,True
254,sp_sp5,sp,3.55,8,7,8,0.0,0.0,0.0,0.0,False
255,er_n4_p0.36,er,10.71,18,4,7,0.9856355949404192,0.0,0.0,0.0,False
256,er_n8_p0.35,er,11.78,13,8,21,0.9762427359819412,0.13093073414159545,0.02304514495993724,0.056215102561915996,True
257,mesh_2x4,mesh,1.69,23,8,20,0.0,0.0,0.0,0.0,False
258,er_n10_p0.32,er,30.15,5,10,33,0.454030214065824,0.0,0.0,0.0,False
259,er_n10_p0.38,er,10.88,12,10,31,0.37461052736450595,0.2142857142857143,0.08404632464854528,0.11101863596180664,True
260,sp_sp5,sp,18.08,6,7,8,0.9809267777444168,0.0,0.0,0.0,False
261,mesh_2x3,mesh,12.15,16,6,14,0.7348040374730932,0.316227766016838,0.1597198160635566,0.08730597389708854,True
262,sp_sp5,sp,20.29,6,7,7,0.9961539462760832,0.0,0.0,0.0,False
263,sp_sp2,sp,10.04,11,4,3,0.997660227687501,0.0,0.0,0.0,False
264,sp_sp2,sp,5.47,5,4,5,0.0,0.0,0.0,0.0,False
