instance_index,topology_type,family,B,H,n_nodes,n_edges,J_star,allocation_spearman_centrality,allocation_efficiency_score,budget_concentration,budget_active
152,er_n7_p0.35,er,30.39,5,5,11,0.29266288877042657,0.8660254037844387,0.2499999999998688,0.23570226039536657,True
153,er_n5_p0.4,er,11.15,6,5,5,0.9756209114231454,0.0,0.0,0.0,False
154,er_n4_p0.35,er,26.08,11,3,2,0.3904114302759058,0.0,0.0,0.0,False
155,er_n4_p0.3,er,22.56,10,4,5,0.9705182506064797,0.0,0.0,0.0,False
156,mesh_3x3,mesh,4.08,17,9,24,0.9996971781288368,0.7671932182792478,0.22046375009523148,0.16709122370437013,True
157,mesh_2x3,mesh,11.79,21,6,14,0.5648705239094283,0.5773502691896257,0.20833333333322915,0.249999999999875,True
158,mesh_2x2,mesh,6.85,19,4,8,0.0,0.0,0.0,0.0,False
159,er_n7_p0.42,er,11.91,6,7,17,0.5219540406124245,0.09999999999999999,0.16903429673100023,0.13158091940286246,True
160,sp_sp6,sp,12.65,5,8,10,0.94329999388752,-0.13483997249264842,0.004190026356352226,0.05621510256191601,True
161,sp_sp4,sp,9.63,17,6,8,0.9993737105444702,-0.7745966692414834,0.006797727356710806,0.035322027473472,True
162,mesh_3x3,mesh,2.18,24,9,24,0.0,0.0,0.0,0.0,False
163,er_n10_p0.33,er,8.55,10,10,36,0.09280669872988888,0.19047619047619052,0.1465754261575694,0.08455945655442197,True
164,mesh_2x5,mesh,15.94,21,10,26,0.999637954870201,0.4217173561228949,0.14868242670425527,0.1688804314421197,True
165,er_n9_p0.35,er,13.62,8,9,27,0.17453814054331895,0.5929994533288809,0.13186505142731234,0.13731887968391898,True
166,mesh_2x4,mesh,7.82,22,8,20,0.6201913693927359,-0.401188709901439,0.19614628464635633,0.23571251173050872,True
167,er_n6_p0.42,er,6.71,13,6,15,0.9930944723182569,0.0,0.0,0.0,False
168,sp_sp6,sp,18.66,7,8,11,0.9962523429712067,0.0,0.0,0.0,False
169,sp_sp2,sp,39.15,11,4,3,0.9255135170233824,0.0,0.0,0.0,False
170,er_n6_p0.42,er,11.57,20,5,9,0.9280201824871778,0.0,0.0,0.0,True
171,er_n10_p0.33,er,20.0,11,10,30,0.31399776865304885,0.04761904761904763,0.10943030924468601,0.09946061702255263,True
172,sp_sp2,sp,18.54,13,4,4,0.9929844178319969,0.0,0.0,0.0,False
173,sp_sp8,sp,48.74,12,10,11,0.9999999454024384,0.0,0.0,0.0,False
174,er_n4_p0.32,er,11.0,14,3,2,0.7603218165898746,0.0,0.0,0.0,False
175,mesh_3x3,mesh,5.17,23,9,24,0.0,0.0,0.0,0.0,False
176,mesh_2x5,mesh,14.18,21,10,26,0.6319076275868436,0.7718402554281193,0.2969885773608069,0.2165063509439246,True
177,sp_sp7,sp,15.44,18,9,11,0.0,0.0,0.0,0.0,False
178,er_n7_p0.32,er,23.38,6,7,11,0.9843568740573782,0.0,0.0,0.0,False
179,sp_sp8,sp,17.01,15,10,12,0.9823377409036571,-0.018294043331615058,0.12268065447360327,0.297023450949048,True
180,mesh_2x4,mesh,16.68,21,8,20,0.9999904226947011,0.7406560798180413,0.32376645784718777,0.17636289072469777,True
181,mesh_2x4,mesh,18.19,16,8,20,0.8265077459268433,0.6172133998483678,0.19152347214097343,0.1185637088242441,True
182,mesh_2x5,mesh,5.32,18,10,26,0.0,0.0,0.0,0.0,False
183,mesh_3x3,mesh,4.28,23,9,24,0.0,0.0,0.0,0.0,False
184,er_n7_p0.36,er,17.16,10,6,14,0.9343361121320859,-0.316227766016838,0.22434271843180378,0.2500045596050076,True
185,er_n5_p0.33,er,31.89,6,5,9,0.7237888485496089,0.0,0.0,0.0,False
186,mesh_3x4,mesh,17.25,16,12,34,0.5475374396346013,0.31273097002115047,0.11082637635560084,0.09083016047533854,True
187,sp_sp8,sp,20.75,15,10,13,0.9999970594472918,0.0,0.0,0.0,False
188,mesh_3x4,mesh,29.61,19,12,34,0.5080392383597437,0.5015501596686753,0.10118767259169416,0.05303445944215406,True
189,er_n5_p0.32,er,1.59,19,5,6,0.9889219566319576,0.0,0.04369006536255227,0.12357416595337686,True
190,er_n5_p0.41,er,10.67,7,5,9,0.961571278863623,-1.0,0.1316420998548328,0.23592968381657226,True
191,mesh_2x3,mesh,5.68,17,6,14,0.0,0.0,0.0,0.0,False
192,er_n10_p0.43,er,11.52,7,10,40,0.3194915883443926,0.45509797952703834,0.21856158484039578,0.21650635094566667,True
193,sp_sp3,sp,4.74,7,5,5,0.0,0.0,0.0,0.0,False
194,er_n6_p0.3,er,25.02,8,6,10,0.4158923596952405,0.0,0.0,0.0,False
195,mesh_2x4,mesh,12.34,25,8,20,0.7974825621673924,0.49377071987869414,0.19028605891297612,0.12207738238691315,True
196,er_n6_p0.34,er,7.3,18,6,10,0.8130914968716988,0.5000000000000001,0.320334805950778,0.25004819460344724,True
197,mesh_3x3,mesh,9.27,20,9,24,0.12776133008709195,0.4183300132670378,0.18573399971920768,0.2195808630000667,True
198,er_n6_p0.4,er,11.44,18,6,12,0.9992862906778809,0.7999999999999999,0.2923822751704503,0.23345786546480865,True
199,mesh_2x4,mesh,5.91,18,8,20,0.0,0.0,0.0,0.0,False
200,er_n7_p0.34,er,8.13,10,6,13,0.8625998257010276,-0.39999999999999997,0.1552117020656479,0.14839213750575234,True
201,er_n5_p0.39,er,6.72,20,4,8,0.999384028033435,0.0,0.0,0.0,False
202,er_n8_p0.31,er,22.04,16,8,19,0.9999671280220566,0.20291986247835694,0.1925208659463882,0.24473193126571843,True
203,er_n8_p0.38,er,17.35,17,8,23,0.9999683743500564,0.6957252427829381,0.21332067838118637,0.1799699557637133,True
204,sp_sp5,sp,9.38,16,7,8,0.9865260870499267,0.0,0.0,0.0,False
205,sp_sp6,sp,4.92,7,8,10,0.0,0.0,0.0,0.0,False
206,mesh_2x4,mesh,5.48,21,8,20,0.0,0.0,0.0,0.0,False
207,sp_sp6,sp,3.75,19,8,10,0.0,0.0,0.0,0.0,False
208,sp_sp3,sp,4.72,14,5,7,0.0,0.0,0.0,0.0,False
209,sp_sp2,sp,19.59,16,4,3,0.9908193996380876,0.0,0.0,0.0,False
210,sp_sp6,sp,6.16,14,8,12,0.0,0.0,0.0,0.0,False
211,mesh_2x5,mesh,22.57,17,10,26,0.9944976685659837,0.10072659303317581,0.24087753858412653,0.2851993603359123,True
212,mesh_3x3,mesh,1.15,23,9,24,0.7497451484957076,0.21673036171575272,0.18131960593070218,0.19662613084793898,True
213,mesh_3x3,mesh,14.01,22,9,24,0.9999998983303784,0.46291004988627577,0.16406200195933957,0.13353038891161104,True
214,sp_sp9,sp,14.13,20,11,14,0.8008713421128133,-0.08474880603015357,0.04631235953908503,0.11488598819662771,True
215,er_n12_p0.42,er,7.72,12,12,57,0.040921096828020274,-0.2735574946560291,0.03536671515477625,0.07608276665789265,True
216,sp_sp4,sp,15.18,9,6,7,0.9059547082182641,0.0,0.0,0.0,False
217,mesh_3x4,mesh,3.6,21,12,34,0.834152756126041,0.6062618411672228,0.16696520632949022,0.12209469115674337,True
218,er_n9_p0.34,er,9.27,13,9,25,0.6143553743820138,0.3214285714285715,0.13695690003531574,0.12605574337767853,True
219,sp_sp3,sp,6.65,20,5,6,0.3591194436333212,-0.8660254037844387,0.0,0.1271372016339906,True
220,er_n10_p0.31,er,9.52,20,8,16,0.9521520564949498,0.0,0.0,0.0,False
221,er_n7_p0.33,er,12.39,14,7,19,0.30208128128171635,0.7999999999999999,0.21453258027699237,0.10704495399119827,True
222,sp_sp5,sp,30.44,13,7,9,0.8897087007111071,0.9733285267845753,0.1813736765940512,0.16742098186071794,True
223,er_n8_p0.36,er,12.64,20,8,20,0.5933894292271354,0.1878672873255449,0.16190476190459976,0.23570226039520956,True
224,sp_sp4,sp,3.98,20,6,9,0.0,0.0,0.0,0.0,False
225,mesh_2x5,mesh,4.16,19,10,26,0.0,0.0,0.0,0.0,False
226,er_n5_p0.43,er,30.28,12,5,6,0.9767186305060236,0.0,0.0,0.0,False
227,mesh_2x5,mesh,4.09,23,10,26,0.0,0.0,0.0,0.0,False
228,er_n4_p0.36,er,12.07,9,3,3,0.9755813356668138,0.0,0.0,0.0,False
229,er_n9_p0.38,er,9.1,14,9,27,0.3734110601626478,0.9285714285714288,0.20720654321083012,0.10380078577519512,True
230,sp_sp6,sp,27.34,19,8,8,0.9999997512286883,0.0,0.0,0.0,False
231,sp_sp4,sp,23.07,16,6,7,0.9996870748466484,-0.5443310539518174,0.0,0.035322027473472,True
232,er_n4_p0.38,er,9.88,13,4,6,0.9908372441346376,0.0,0.0,0.0,False
233,sp_sp10,sp,48.33,11,12,13,0.9999994165837525,-0.49896444486694574,0.12950807683018747,0.21913213730232942,True
234,er_n8_p0.38,er,11.45,15,5,9,0.9976468644925822,0.0,0.0,0.0,False
235,mesh_3x3,mesh,7.33,25,9,24,0.0,0.0,0.0,0.0,False
236,mesh_2x2,mesh,1.47,19,4,8,0.0,0.0,0.0,0.0,False
237,er_n11_p0.42,er,2.66,14,11,50,0.9561551673704348,0.7364081197050363,0.15422104251116797,0.10531733424080561,True
238,sp_sp6,sp,14.29,9,8,9,0.9991766627990052,0.0,0.0,0.0,False
239,er_n9_p0.42,er,13.12,9,9,29,0.2818591504881235,0.6486749731408026,0.19097516653823018,0.1078252800361137,True
240,er_n7_p0.42,er,8.93,11,7,19,0.16379225098275665,0.3,0.13328490830245948,0.059144810311540154,True
241,er_n5_p0.31,er,18.54,16,4,4,0.9665575298866059,0.0,0.0,0.0,False
242,er_n7_p0.39,er,8.44,16,4,5,0.9996603598240424,0.0,0.0,0.0,False
243,er_n12_p0.37,er,12.52,17,12,40,0.9994700161498988,0.8267515394048879,0.309302524936101,0.2930149777647606,True
244,er_n6_p0.38,er,3.78,17,5,9,0.9928166477459555,0.0,0.0,0.0,False
245,mesh_2x4,mesh,1.76,23,8,20,0.9999709346662082,0.48795003647426655,0.23841370595866054,0.19350068030836054,True
246,sp_sp4,sp,11.25,13,6,9,0.9983459991319086,0.0,0.0,0.0,False
247,mesh_3x3,mesh,7.23,19,9,24,0.0,0.0,0.0,0.0,False
248,mesh_2x5,mesh,2.81,24,10,26,0.49865066904496885,0.8347486474384018,0.2970318520348653,0.21650655557256587,True
249,sp_sp5,sp,7.45,9,7,9,0.0,0.0,0.0,0.0,False
250,sp_sp5,sp,7.26,19,7,8,0.0,0.0,0.0,0.0,False
251,mesh_2x4,mesh,6.09,16,8,20,0.0,0.0,0.0,0.0,False
252,sp_sp10,sp,4.25,14,12,15,0.9999792029108886,0.0,0.0,0.0,False
253,mesh_3x4,mesh,6.22,24,12,34,0.0,0.0,0.0,0.0,False
254,sp_sp4,sp,21.72,16,6,6,0.7268528353532161,0.0,0.0,0.0,True
255,er_n7_p0.34,er,10.41,18,7,17,0.9999999368048299,0.0,0.0,0.0,False
256,sp_sp6,sp,12.06,18,8,10,0.9998461736693606,-0.6956083436402525,0.0,0.05621510256191601,True
257,er_n6_p0.35,er,15.07,13,4,7,0.08235456535881652,0.0,0.0,0.0,True
258,sp_sp6,sp,32.97,14,8,8,0.999986203947317,0.0,0.0,0.0,False
259,er_n7_p0.37,er,8.56,16,6,11,0.9954378307975784,0.0,0.01915440620046732,0.06531604680829278,True
260,er_n9_p0.32,er,8.68,14,9,30,0.9991789854048831,0.0,0.0,0.0,False
