family,topology_type,J_star,B,C_total,C_min_path,budget_ratio_total,budget_ratio_path,alpha,n_nodes,n_edges,density,n_repairable,shortest_path_length,H
er,er_n9_p0.28,0.05125205191263618,9.55,25.18,1.12,0.3792692613185068,8.526785714285714,0.3794236665326257,6,10,0.3333333333333333,4,2.0,25.0
er,er_n5_p0.35,0.357701876290727,1.75,5.39,5.39,0.3246753246753247,0.3246753246753247,0.32507704870312026,3,3,0.5,1,2.0,25.0
er,er_n5_p0.31,0.559653633220925,2.29,5.7,5.7,0.40175438596491225,0.40175438596491225,0.40187903003446224,4,5,0.4166666666666667,2,3.0,25.0
er,er_n9_p0.4,0.03420125164922439,13.71,35.15,4.4,0.3900426742532006,3.1159090909090907,0.39007918204671366,9,25,0.3472222222222222,7,2.0,25.0
er,er_n8_p0.34,0.3413348764577384,5.56,16.810000000000002,9.73,0.3307555026769779,0.5714285714285714,0.33094122065154813,7,13,0.30952380952380953,5,3.0,25.0
er,er_n8_p0.29,0.5111956881347617,13.84,21.619999999999997,21.619999999999997,0.6401480111008326,0.6401480111008326,0.6403623047352599,5,9,0.45,3,4.0,25.0
er,er_n7_p0.31,0.1242517699845539,9.92,25.240000000000002,10.0,0.393026941362916,0.992,0.39293256279478445,5,9,0.45,3,2.0,25.0
er,er_n7_p0.4,0.05791800393771359,9.17,24.65,4.38,0.3720081135902637,2.093607305936073,0.3719212999920635,7,11,0.2619047619047619,5,2.0,25.0
er,er_n10_p0.3,0.41745279453874007,12.64,37.28,18.14,0.33905579399141633,0.6968026460859978,0.33904778305200706,9,22,0.3055555555555556,7,4.0,25.0
er,er_n4_p0.38,0.5798304246896039,4.53,12.36,12.36,0.3665048543689321,0.3665048543689321,0.3668570341264798,4,5,0.4166666666666667,2,3.0,25.0
er,er_n10_p0.34,0.03185343385918617,12.18,33.52,2.05,0.3633651551312649,5.941463414634146,0.363260215124313,10,35,0.3888888888888889,8,2.0,25.0
er,er_n8_p0.33,0.10314497471820083,7.99,16.849999999999998,5.87,0.4741839762611277,1.3611584327086883,0.4741601608975616,6,12,0.4,4,2.0,25.0
er,er_n4_p0.33,0.529493259274839,1.08,9.78,9.78,0.11042944785276075,0.11042944785276075,0.11063901544333478,3,4,0.6666666666666666,1,2.0,25.0
er,er_n9_p0.31,0.18899683989270366,4.98,36.56,5.61,0.1362144420131291,0.8877005347593583,0.13614292824081475,9,22,0.3055555555555556,7,2.0,25.0
er,er_n5_p0.4,0.11240140202985145,9.37,20.95,4.05,0.4472553699284009,2.31358024691358,0.44739233013435936,5,9,0.45,3,2.0,25.0
er,er_n5_p0.3,0.20374198799179363,3.3,7.51,6.43,0.4394141145139813,0.5132192846034215,0.4398400955673212,4,8,0.6666666666666666,2,2.0,25.0
er,er_n7_p0.32,0.28504166823849086,9.45,30.189999999999998,14.280000000000001,0.31301755548194765,0.6617647058823528,0.31295205354656536,7,13,0.30952380952380953,5,3.0,25.0
er,er_n9_p0.39,0.1653722780409975,9.3,42.65,7.6,0.21805392731535758,1.223684210526316,0.21796765833762194,9,23,0.3194444444444444,7,2.0,25.0
er,er_n5_p0.3,0.11873863320655126,6.27,16.16,6.32,0.38799504950495045,0.9920886075949366,0.38807967547501937,4,6,0.5,2,2.0,25.0
er,er_n7_p0.39,0.024805151280411785,13.45,32.959999999999994,3.34,0.40807038834951465,4.026946107784431,0.4080804193520942,7,15,0.35714285714285715,5,2.0,25.0
er,er_n10_p0.28,0.1889976558483034,9.87,41.160000000000004,10.32,0.2397959183673469,0.9563953488372092,0.23989472178583623,10,28,0.3111111111111111,8,3.0,25.0
er,er_n9_p0.29,0.023583591894858143,15.69,46.03,5.39,0.3408646534868564,2.9109461966604826,0.34096013686954396,8,23,0.4107142857142857,6,2.0,25.0
er,er_n8_p0.29,0.12316600953265505,19.81,38.06,10.030000000000001,0.5204939569101418,1.9750747756729807,0.5204514792983638,8,22,0.39285714285714285,6,3.0,25.0
er,er_n8_p0.4,0.01995303797405084,17.43,44.53,8.09,0.39142151358634625,2.15451174289246,0.39132945974776623,8,25,0.44642857142857145,6,2.0,25.0
er,er_n5_p0.39,0.179579052980611,10.63,25.91,8.43,0.4102663064453879,1.2609727164887308,0.4104224614099872,5,7,0.35,3,2.0,25.0
er,er_n9_p0.4,0.005253930076508254,8.67,32.5,1.7,0.26676923076923076,5.1000000000000005,0.26683322176275404,9,35,0.4861111111111111,7,2.0,25.0
er,er_n10_p0.36,0.051663499779545805,10.87,43.660000000000004,4.66,0.24896930829134215,2.332618025751073,0.2488724153793268,10,30,0.3333333333333333,8,3.0,25.0
er,er_n10_p0.36,0.009402623919987366,10.5,37.309999999999995,2.7,0.2814258911819888,3.888888888888889,0.2814734947975446,10,27,0.3,8,2.0,25.0
er,er_n6_p0.28,0.2577183164388891,11.22,28.599999999999994,11.91,0.3923076923076924,0.9420654911838792,0.3924612330199588,6,9,0.3,4,3.0,25.0
er,er_n7_p0.33,0.21404774123023615,5.18,21.5,6.56,0.24093023255813953,0.7896341463414634,0.24101970805648062,6,9,0.3,4,2.0,25.0
er,er_n8_p0.3,0.11715166876849505,8.78,28.669999999999998,4.69,0.3062434600627834,1.8720682302771852,0.30609396266480143,7,19,0.4523809523809524,5,2.0,25.0
er,er_n4_p0.34,0.25676877549854693,0.63,1.27,1.27,0.49606299212598426,0.49606299212598426,0.4939399338872451,3,2,0.3333333333333333,1,2.0,25.0
er,er_n7_p0.29,0.14761919183682987,10.21,23.490000000000002,4.13,0.43465304384844616,2.4721549636803877,0.43469697826163656,6,14,0.4666666666666667,4,2.0,25.0
er,er_n8_p0.31,0.08630074966938156,7.23,24.369999999999997,5.58,0.29667624128026265,1.2956989247311828,0.2966775198981492,8,22,0.39285714285714285,6,2.0,25.0
er,er_n6_p0.32,0.17267607006628688,6.86,25.869999999999997,3.41,0.26517201391573253,2.0117302052785924,0.26528071867495456,6,9,0.3,4,2.0,25.0
er,er_n8_p0.31,0.436971748055328,11.91,24.11,14.32,0.4939858979676483,0.8317039106145251,0.4938331409795779,7,15,0.35714285714285715,5,4.0,25.0
er,er_n10_p0.37,0.002674453792776352,11.39,26.949999999999996,1.68,0.4226345083487941,6.779761904761905,0.4224689437654704,10,33,0.36666666666666664,8,2.0,25.0
er,er_n5_p0.28,0.375660238829232,4.91,14.76,10.98,0.3326558265582656,0.4471766848816029,0.33262254735220953,5,7,0.35,3,3.0,25.0
er,er_n6_p0.38,0.537570821966944,3.06,18.98,10.17,0.1612223393045311,0.3008849557522124,0.16123464617261468,5,11,0.55,3,3.0,25.0
er,er_n5_p0.38,0.07323077436394572,1.91,4.4,1.87,0.434090909090909,1.0213903743315507,0.43382167824795276,4,8,0.6666666666666666,2,2.0,25.0
er,er_n7_p0.31,0.258241093293135,12.01,29.03,13.22,0.4137099552187392,0.9084720121028744,0.4137741266160053,6,12,0.4,4,3.0,25.0
er,er_n5_p0.34,0.1394427714977363,11.04,22.13,8.87,0.49887031179394487,1.2446448703494928,0.49886078309422305,5,10,0.5,3,2.0,25.0
er,er_n7_p0.34,0.19173171171466522,5.83,17.87,4.99,0.32624510352546165,1.1683366733466933,0.3262424119111194,7,17,0.40476190476190477,5,2.0,25.0
er,er_n4_p0.3,0.2889893671495128,2.45,6.41,6.41,0.38221528861154447,0.38221528861154447,0.381839173231453,3,4,0.6666666666666666,1,2.0,25.0
er,er_n8_p0.4,0.014369214833828968,10.56,27.07,1.39,0.3900997414111563,7.597122302158274,0.3900453050605232,8,25,0.44642857142857145,6,2.0,25.0
er,er_n7_p0.3,0.1187243109406543,6.42,20.2,3.03,0.3178217821782178,2.118811881188119,0.3177797245005392,6,10,0.3333333333333333,4,2.0,25.0
er,er_n6_p0.27,0.2596945400575533,5.35,23.93,9.92,0.22356874216464687,0.5393145161290323,0.2233877004018731,6,11,0.36666666666666664,4,2.0,25.0
er,er_n12_p0.28,0.01897267300016243,18.42,63.42,6.81,0.2904446546830653,2.704845814977974,0.2903991836150222,12,47,0.3560606060606061,10,2.0,25.0
er,er_n4_p0.4,0.3995000725314472,1.38,6.0,6.0,0.22999999999999998,0.22999999999999998,0.2301245722092694,3,4,0.6666666666666666,1,2.0,25.0
er,er_n8_p0.35,0.26621675773477327,16.36,31.19,9.63,0.524527092016672,1.6988577362409136,0.5243819447545539,8,19,0.3392857142857143,6,3.0,25.0
er,er_n7_p0.39,0.22318700836379743,5.96,20.14,8.35,0.2959285004965243,0.7137724550898203,0.2961624439561134,5,10,0.5,3,2.0,25.0
er,er_n9_p0.33,0.07336688563849642,5.32,11.64,3.86,0.4570446735395189,1.378238341968912,0.4566793802568013,4,9,0.75,2,2.0,25.0
er,er_n8_p0.36,0.26073720525077654,5.7,19.91,6.069999999999999,0.2862882973380211,0.9390444810543659,0.2864503089202885,6,15,0.5,4,3.0,25.0
er,er_n6_p0.39,0.028571278646235418,9.06,28.25,4.2,0.3207079646017699,2.157142857142857,0.32073449531310927,6,14,0.4666666666666667,4,2.0,25.0
er,er_n10_p0.35,0.3985944060728894,17.74,35.78,19.869999999999997,0.49580771380659583,0.8928032209360846,0.4959431791748293,9,22,0.3055555555555556,7,4.0,25.0
er,er_n8_p0.38,0.17197968147103068,14.55,34.190000000000005,7.78,0.42556303012576774,1.8701799485861184,0.42557499525255055,8,17,0.30357142857142855,6,2.0,25.0
er,er_n10_p0.39,0.04901695606563982,10.84,30.519999999999996,2.67,0.35517693315858456,4.059925093632959,0.3553158098103611,9,29,0.4027777777777778,7,2.0,25.0
er,er_n5_p0.27,0.5172881681766544,0.69,3.67,3.67,0.1880108991825613,0.1880108991825613,0.18887593157939034,3,3,0.5,1,2.0,25.0
er,er_n7_p0.39,0.15419949367669442,7.63,25.869999999999997,3.74,0.2949362195593352,2.0401069518716577,0.2949013958151985,6,12,0.4,4,2.0,25.0
er,er_n6_p0.36,0.18569855416492578,4.16,21.700000000000003,3.54,0.19170506912442395,1.1751412429378532,0.19160723300424573,6,18,0.6,4,2.0,25.0
er,er_n4_p0.34,0.1334016544193698,7.64,13.25,5.29,0.5766037735849057,1.444234404536862,0.576312132924949,4,7,0.5833333333333334,2,2.0,25.0
er,er_n5_p0.35,0.266684777186363,1.93,3.54,3.54,0.5451977401129944,0.5451977401129944,0.5458389626736428,3,3,0.5,1,2.0,25.0
er,er_n4_p0.35,0.2786022708242909,0.88,2.94,2.94,0.29931972789115646,0.29931972789115646,0.299231466426077,3,3,0.5,1,2.0,25.0
er,er_n7_p0.35,0.37410060311885973,7.2,25.75,11.719999999999999,0.2796116504854369,0.6143344709897611,0.27949685993449286,6,11,0.36666666666666664,4,3.0,25.0
er,er_n6_p0.35,0.3725986785143433,12.55,22.69,14.870000000000001,0.5531070956368445,0.843981170141224,0.553279153097357,6,10,0.3333333333333333,4,3.0,25.0
er,er_n8_p0.36,0.0029199176118263827,13.41,38.540000000000006,2.74,0.34795018162947583,4.894160583941606,0.3478886985838271,8,14,0.25,6,2.0,25.0
er,er_n9_p0.33,0.009598461469851039,16.31,47.39,4.0,0.34416543574593794,4.0775,0.3441752041612928,9,31,0.4305555555555556,7,2.0,25.0
er,er_n4_p0.32,0.43194686308542735,1.16,3.99,3.99,0.2907268170426065,0.2907268170426065,0.2901248739068384,3,3,0.5,1,2.0,25.0
er,er_n6_p0.28,0.4515116337224219,4.75,11.67,11.67,0.4070265638389032,0.4070265638389032,0.40710009629189703,4,7,0.5833333333333334,2,3.0,25.0
er,er_n10_p0.29,0.0033456104645659445,22.73,42.76,1.52,0.5315715622076708,14.953947368421053,0.5316271090505624,10,24,0.26666666666666666,8,2.0,25.0
er,er_n10_p0.35,0.0695790195780871,9.02,24.32,4.86,0.37088815789473684,1.8559670781893003,0.370920331834651,10,30,0.3333333333333333,8,2.0,25.0
er,er_n8_p0.28,0.03227717231957218,19.16,35.68,6.91,0.5369955156950673,2.7727930535455863,0.5369298834287997,7,16,0.38095238095238093,5,2.0,25.0
er,er_n6_p0.32,0.028675321397247343,5.28,16.24,1.92,0.32512315270935965,2.7500000000000004,0.3254217892016967,6,14,0.4666666666666667,4,2.0,25.0
er,er_n5_p0.32,0.30510993492605865,2.05,17.340000000000003,5.83,0.11822376009227217,0.35162950257289877,0.1183590941691824,5,5,0.25,3,2.0,25.0
er,er_n6_p0.29,0.12376536164820184,5.55,16.09,6.43,0.3449347420758235,0.8631415241057543,0.3446975913893075,5,6,0.3,3,2.0,25.0
er,er_n9_p0.38,0.1810521397304495,12.54,42.150000000000006,10.469999999999999,0.297508896797153,1.1977077363896849,0.29756223117771613,9,25,0.3472222222222222,7,3.0,25.0
er,er_n8_p0.36,0.03621971422964805,19.77,34.85,1.53,0.5672883787661406,12.92156862745098,0.5672212850077194,8,22,0.39285714285714285,6,2.0,25.0
er,er_n5_p0.39,0.5355978481572002,0.68,5.93,5.93,0.11467116357504217,0.11467116357504217,0.11549613172111949,3,2,0.3333333333333333,1,2.0,25.0
er,er_n8_p0.34,0.05277183179376952,11.7,39.8,6.71,0.29396984924623115,1.743666169895678,0.29397009448751665,8,18,0.32142857142857145,6,2.0,25.0
er,er_n4_p0.28,0.15166075252282113,5.18,12.780000000000001,6.05,0.40532081377151796,0.856198347107438,0.4056026596723722,4,4,0.3333333333333333,2,2.0,25.0
er,er_n4_p0.29,0.3746607561682667,0.56,2.03,2.03,0.2758620689655173,0.2758620689655173,0.27662569097191664,3,2,0.3333333333333333,1,2.0,25.0
er,er_n8_p0.38,0.06284172571934256,4.98,26.46,1.15,0.18820861678004536,4.330434782608696,0.18813571753870698,7,23,0.5476190476190477,5,2.0,25.0
er,er_n11_p0.39,0.0129560445211781,21.7,46.879999999999995,7.34,0.46288395904436863,2.956403269754768,0.4627866592438326,10,44,0.4888888888888889,8,2.0,25.0
er,er_n10_p0.3,0.024732654391304627,13.02,42.55,1.09,0.30599294947121036,11.944954128440365,0.30603248628496155,10,31,0.34444444444444444,8,2.0,25.0
er,er_n7_p0.29,0.2909666279621361,4.86,14.120000000000001,6.0600000000000005,0.34419263456090654,0.8019801980198019,0.34436827498276446,5,7,0.35,3,3.0,25.0
er,er_n10_p0.32,0.003950388673244336,18.05,40.010000000000005,4.23,0.45113721569607595,4.267139479905437,0.4510418135456524,10,29,0.32222222222222224,8,2.0,25.0
er,er_n8_p0.34,0.05295048291473908,4.38,15.84,2.31,0.2765151515151515,1.896103896103896,0.276786623144003,5,9,0.45,3,2.0,25.0
er,er_n6_p0.4,0.19239681193116964,7.21,20.200000000000003,5.26,0.35693069306930686,1.370722433460076,0.35712252712643283,6,12,0.4,4,2.0,25.0
er,er_n6_p0.38,0.618110778235443,7.96,18.0,16.12,0.44222222222222224,0.4937965260545905,0.44222340121097126,6,10,0.3333333333333333,4,4.0,25.0
er,er_n7_p0.38,0.19106556795704635,6.42,28.560000000000002,2.76,0.22478991596638653,2.3260869565217392,0.2246412276117714,7,18,0.42857142857142855,5,2.0,25.0
er,er_n7_p0.31,0.05998253165605675,2.97,13.68,1.56,0.21710526315789475,1.903846153846154,0.21732674854507059,6,13,0.43333333333333335,4,2.0,25.0
er,er_n5_p0.32,0.13562283445432752,1.56,5.97,1.72,0.2613065326633166,0.9069767441860466,0.2619289688323979,4,6,0.5,2,2.0,25.0
er,er_n8_p0.32,0.22888462379791158,10.38,32.669999999999995,10.56,0.3177226813590451,0.9829545454545455,0.31757341790315735,7,15,0.35714285714285715,5,3.0,25.0
er,er_n8_p0.3,0.1187243109406544,9.14,27.72,5.02,0.32972582972582976,1.8207171314741037,0.3295666920310378,8,19,0.3392857142857143,6,2.0,25.0
er,er_n4_p0.31,0.2740248782351307,2.28,3.93,3.93,0.5801526717557252,0.5801526717557252,0.5811122502903256,3,3,0.5,1,2.0,25.0
er,er_n8_p0.35,0.04531788564151184,13.86,32.580000000000005,9.51,0.4254143646408839,1.4574132492113565,0.4254627996488923,8,23,0.4107142857142857,6,2.0,25.0
er,er_n6_p0.28,0.17751971100477948,9.54,24.47,4.49,0.3898651409889661,2.124721603563474,0.389740451770634,6,11,0.36666666666666664,4,2.0,25.0
er,er_n9_p0.4,0.13306203464431143,24.13,47.449999999999996,12.59,0.5085353003161223,1.9166004765687052,0.50855400498235,9,30,0.4166666666666667,7,3.0,25.0
er,er_n8_p0.38,0.0035490972106043323,10.51,26.880000000000003,3.32,0.3909970238095238,3.16566265060241,0.3911202662278888,8,26,0.4642857142857143,6,2.0,25.0
er,er_n7_p0.34,0.14688201417548044,20.61,32.230000000000004,7.56,0.6394663357120695,2.7261904761904763,0.639454508702635,7,14,0.3333333333333333,5,2.0,25.0
er,er_n7_p0.29,0.1454040031875636,10.88,22.169999999999998,7.5,0.4907532701849347,1.4506666666666668,0.4907284530776728,6,11,0.36666666666666664,4,2.0,25.0
er,er_n4_p0.29,0.19665605599629019,4.24,7.79,4.67,0.5442875481386393,0.9079229122055675,0.5440678636836683,4,7,0.5833333333333334,2,2.0,25.0
er,er_n4_p0.29,0.15055578694062663,5.17,10.780000000000001,1.12,0.4795918367346938,4.616071428571428,0.47976855620152103,4,5,0.4166666666666667,2,2.0,25.0
er,er_n12_p0.39,0.06555197258198193,13.75,51.82,2.61,0.2653415669625627,5.268199233716476,0.26530681499409775,12,56,0.42424242424242425,10,2.0,25.0
er,er_n8_p0.32,0.01776235579212075,14.72,41.15,7.77,0.35771567436208995,1.8944658944658948,0.35770858036108977,8,28,0.5,6,2.0,25.0
er,er_n5_p0.34,0.346403286955214,3.16,17.759999999999998,7.91,0.17792792792792794,0.3994943109987358,0.17780514652772508,4,5,0.4166666666666667,2,2.0,25.0
er,er_n5_p0.28,0.3147562198398834,3.02,17.39,9.44,0.17366302472685452,0.31991525423728817,0.17369239278701798,4,6,0.5,2,2.0,25.0
er,er_n5_p0.3,0.057276978830445975,6.94,14.67,7.02,0.4730743012951602,0.9886039886039887,0.4731243016317248,4,4,0.3333333333333333,2,2.0,25.0
er,er_n7_p0.39,0.10097218870185182,9.53,23.79,4.38,0.4005884825556957,2.1757990867579906,0.40069568578759507,6,13,0.43333333333333335,4,2.0,25.0
er,er_n9_p0.36,0.15547256361068873,8.34,32.45,7.62,0.2570107858243451,1.094488188976378,0.2570477377751034,6,13,0.43333333333333335,4,2.0,25.0
er,er_n7_p0.36,0.03816278684079006,6.01,14.77,3.1,0.4069058903182126,1.9387096774193546,0.40679573495793986,5,8,0.4,3,2.0,25.0
er,er_n9_p0.3,0.21984989573855912,22.73,42.48,17.229999999999997,0.535075329566855,1.3192106790481721,0.5350640616716875,9,20,0.2777777777777778,7,3.0,25.0
er,er_n7_p0.36,0.0843018966574511,12.25,38.61,7.85,0.31727531727531727,1.5605095541401275,0.31739071414628983,7,18,0.42857142857142855,5,2.0,25.0
er,er_n7_p0.28,0.14392109782809037,13.84,33.56999999999999,7.43,0.4122728626750075,1.8627187079407808,0.41219354101650985,6,12,0.4,4,2.0,25.0
er,er_n10_p0.32,0.045912031618712705,8.07,50.57999999999999,4.51,0.15954922894424678,1.7893569844789359,0.15963962709474266,10,29,0.32222222222222224,8,2.0,25.0
er,er_n7_p0.31,0.1628239050229442,4.12,18.5,1.2,0.2227027027027027,3.4333333333333336,0.2224847040125773,7,15,0.35714285714285715,5,2.0,25.0
er,er_n8_p0.28,0.17128217489368297,11.2,29.55,1.98,0.37901861252115054,5.656565656565657,0.37912197808104164,7,11,0.2619047619047619,5,2.0,25.0
er,er_n10_p0.3,0.12727903739440521,19.41,37.089999999999996,4.65,0.5233216500404422,4.174193548387096,0.5234283106120662,9,23,0.3194444444444444,7,2.0,25.0
er,er_n4_p0.35,0.3416622115284174,1.08,3.51,3.51,0.3076923076923077,0.3076923076923077,0.3078631893043706,3,5,0.8333333333333334,1,2.0,25.0
er,er_n5_p0.28,0.13416121755689653,2.22,10.33,1.86,0.2149080348499516,1.1935483870967742,0.21482949763606024,4,8,0.6666666666666666,2,2.0,25.0
er,er_n11_p0.3,0.2522427584998589,5.16,20.53,9.93,0.2513395031660984,0.5196374622356495,0.25136598104488167,5,8,0.4,3,2.0,25.0
er,er_n8_p0.39,0.004330502406577626,15.34,37.32,4.72,0.41103965702036444,3.25,0.4110104183640299,8,26,0.4642857142857143,6,2.0,25.0
er,er_n7_p0.39,0.3043075020638436,6.58,22.95,11.66,0.2867102396514161,0.5643224699828473,0.28681717873846896,6,14,0.4666666666666667,4,3.0,25.0
er,er_n5_p0.29,0.15564864032514725,2.64,6.4,2.36,0.4125,1.1186440677966103,0.412048116144145,4,5,0.4166666666666667,2,2.0,25.0
er,er_n10_p0.29,0.017470837526135895,11.82,32.39,3.55,0.36492744674282185,3.329577464788733,0.36495054359969675,8,20,0.35714285714285715,6,2.0,25.0
er,er_n8_p0.35,0.28788822399480485,19.81,33.989999999999995,11.93,0.5828184760223596,1.6605196982397317,0.5826857925629368,8,20,0.35714285714285715,6,3.0,25.0
er,er_n8_p0.3,0.3662119705077963,9.67,31.619999999999997,18.659999999999997,0.3058191018342821,0.5182207931404074,0.3059753903304895,7,16,0.38095238095238093,5,3.0,25.0
er,er_n9_p0.4,0.19400592176806086,11.22,30.519999999999996,4.2299999999999995,0.3676277850589778,2.6524822695035466,0.3674687130959387,8,25,0.44642857142857145,6,3.0,25.0
er,er_n8_p0.31,0.2524009916522323,12.52,36.3,14.79,0.34490358126721765,0.8465179175118324,0.34491598402622486,7,16,0.38095238095238093,5,3.0,25.0
er,er_n6_p0.36,0.19850660995031677,4.68,11.0,5.05,0.4254545454545454,0.9267326732673267,0.4253431488604562,4,6,0.5,2,2.0,25.0
er,er_n6_p0.31,0.3105479316982964,2.86,7.94,7.94,0.36020151133501255,0.36020151133501255,0.36080510039701225,3,2,0.3333333333333333,1,2.0,25.0
er,er_n9_p0.37,0.12029160880777628,12.64,34.11,4.26,0.37056581647610676,2.967136150234742,0.37046590034733706,8,17,0.30357142857142855,6,2.0,25.0
er,er_n9_p0.36,0.37928684824962444,4.17,30.68,7.109999999999999,0.13591916558018252,0.5864978902953587,0.13602747793604725,9,26,0.3611111111111111,7,3.0,25.0
er,er_n7_p0.28,0.35141337556760766,3.35,9.45,9.45,0.35449735449735453,0.35449735449735453,0.35405188087150236,3,4,0.6666666666666666,1,2.0,25.0
er,er_n9_p0.36,0.001804340118774331,12.37,26.34,2.13,0.46962794229309035,5.807511737089202,0.4696839758960928,9,26,0.3611111111111111,7,2.0,25.0
er,er_n9_p0.39,0.1471966033457194,14.15,45.7,9.99,0.3096280087527352,1.4164164164164164,0.3095473202871766,9,28,0.3888888888888889,7,2.0,25.0
er,er_n6_p0.36,0.25812866054711353,8.91,15.620000000000001,6.24,0.5704225352112676,1.4278846153846154,0.5703658430145497,5,10,0.5,3,3.0,25.0
er,er_n9_p0.38,0.12341028008618035,12.69,31.840000000000003,4.14,0.39855527638190946,3.065217391304348,0.3986564588936387,9,34,0.4722222222222222,7,2.0,25.0
er,er_n10_p0.34,0.1549246595148318,9.56,48.67999999999999,6.99,0.19638455217748566,1.3676680972818311,0.19639131761005604,10,34,0.37777777777777777,8,2.0,25.0
er,er_n4_p0.38,0.34841582264431215,0.65,1.96,1.96,0.3316326530612245,0.3316326530612245,0.33082491917999457,3,3,0.5,1,2.0,25.0
er,er_n5_p0.28,0.4600498082992275,9.86,18.65,18.650000000000002,0.528686327077748,0.5286863270777479,0.5287391677584935,5,6,0.3,3,4.0,25.0
er,er_n4_p0.39,0.1917317117146651,7.71,14.79,5.14,0.5212981744421907,1.5,0.5209806722578638,4,6,0.5,2,2.0,25.0
er,er_n7_p0.37,0.18230960914007605,14.41,24.599999999999998,7.12,0.5857723577235773,2.023876404494382,0.5856368567808062,6,14,0.4666666666666667,4,2.0,25.0
er,er_n8_p0.37,0.012552262574197077,17.58,37.379999999999995,1.66,0.47030497592295345,10.590361445783133,0.47026456060777033,8,17,0.30357142857142855,6,2.0,25.0
er,er_n8_p0.35,0.07589865175155568,9.67,43.36000000000001,3.96,0.22301660516605162,2.441919191919192,0.22303896898869635,8,19,0.3392857142857143,6,2.0,25.0
er,er_n7_p0.39,0.22277657626327366,6.73,22.74,7.12,0.29595426561125776,0.9452247191011236,0.2958482951232629,7,16,0.38095238095238093,5,3.0,25.0
er,er_n10_p0.34,0.058902822522459965,20.38,53.220000000000006,8.61,0.3829387448327696,2.367015098722416,0.3828723558942136,10,29,0.32222222222222224,8,3.0,25.0
er,er_n8_p0.3,0.0377662844224851,17.45,28.520000000000003,9.81,0.6118513323983169,1.7787971457696228,0.6119984053845973,7,13,0.30952380952380953,5,2.0,25.0
er,er_n4_p0.29,0.11872431094065419,9.62,16.08,6.17,0.5982587064676617,1.559157212317666,0.5981333960136852,4,5,0.4166666666666667,2,2.0,25.0
er,er_n10_p0.3,0.1591384173334315,27.71,59.78999999999999,12.68,0.46345542732898487,2.1853312302839116,0.46345582899400595,10,35,0.3888888888888889,8,3.0,25.0
er,er_n7_p0.3,0.23294505352445594,6.21,25.12,7.95,0.24721337579617833,0.781132075471698,0.24712936677242336,6,10,0.3333333333333333,4,2.0,25.0
er,er_n8_p0.29,0.12022229464815208,8.01,22.389999999999997,8.39,0.3577489950870925,0.9547079856972586,0.35759787698437284,6,9,0.3,4,2.0,25.0
er,er_n5_p0.34,0.15704073225636095,4.0,21.58,5.84,0.18535681186283598,0.684931506849315,0.18525033894868193,5,9,0.45,3,2.0,25.0
er,er_n7_p0.29,0.45369089985388833,3.82,7.359999999999999,7.359999999999999,0.5190217391304348,0.5190217391304348,0.5193378788379573,4,4,0.3333333333333333,2,3.0,25.0
er,er_n7_p0.4,0.2920683939856368,9.22,20.29,8.5,0.45441103992114346,1.0847058823529412,0.45446792827843024,7,14,0.3333333333333333,5,3.0,25.0
er,er_n6_p0.31,0.18550582531617732,4.22,10.74,6.93,0.3929236499068901,0.6089466089466089,0.3928660545498919,4,8,0.6666666666666666,2,2.0,25.0
er,er_n8_p0.37,0.13944277149773615,8.5,29.339999999999996,1.04,0.2897068847989094,8.173076923076923,0.28955409244114044,8,19,0.3392857142857143,6,2.0,25.0
er,er_n8_p0.29,0.5378977942892798,3.86,36.68,13.600000000000001,0.10523446019629225,0.28382352941176464,0.10523293924618617,8,16,0.2857142857142857,6,3.0,25.0
er,er_n8_p0.34,0.6036188436946156,17.23,37.019999999999996,24.03,0.46542409508373855,0.7170203911776946,0.46544000874512725,8,20,0.35714285714285715,6,5.0,25.0
er,er_n5_p0.39,0.22193557983618853,4.39,16.509999999999998,6.4,0.26589945487583283,0.6859374999999999,0.26569805403122637,5,7,0.35,3,2.0,25.0
er,er_n10_p0.4,0.27814054227757307,19.0,53.059999999999995,11.11,0.35808518658122884,1.7101710171017102,0.35799243980228773,10,31,0.34444444444444444,8,3.0,25.0
er,er_n10_p0.39,0.0022654212535640063,15.91,43.25,3.24,0.36786127167630056,4.910493827160494,0.3679556862065628,9,34,0.4722222222222222,7,2.0,25.0
er,er_n7_p0.32,0.11636333502975782,16.0,42.989999999999995,8.37,0.3721795766457316,1.9115890083632021,0.3722489108582959,7,15,0.35714285714285715,5,2.0,25.0
er,er_n9_p0.35,0.059316831234057885,21.31,37.59,8.08,0.5669060920457568,2.637376237623762,0.5670346959980767,9,31,0.4305555555555556,7,3.0,25.0
er,er_n4_p0.29,0.30700816295171574,2.79,8.14,8.14,0.34275184275184273,0.34275184275184273,0.34215517174654325,3,4,0.6666666666666666,1,2.0,25.0
er,er_n5_p0.32,0.5219522686143625,3.38,11.55,9.370000000000001,0.2926406926406926,0.36072572038420486,0.29281695034707733,5,7,0.35,3,3.0,25.0
er,er_n6_p0.31,0.39741874592912985,0.82,5.74,3.58,0.14285714285714285,0.22905027932960892,0.14349111604692574,4,4,0.3333333333333333,2,2.0,25.0
er,er_n11_p0.33,0.1996519249410019,17.42,59.62,9.99,0.2921838309292184,1.743743743743744,0.29210740515556843,11,41,0.37272727272727274,9,3.0,25.0
